subspecies,health,pollen_carrying,caste,file_path
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_141.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_155.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_182.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_196.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_009.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_035.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_021.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_237.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_223.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_222.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_236.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_020.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_034.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_197.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_183.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_154.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_156.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_195.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_181.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_036.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_208.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_220.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_234.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_235.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_221.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_209.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_037.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_180.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_194.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_143.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_157.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_153.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_147.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_190.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_184.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_225.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_231.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_218.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_230.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_185.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_191.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_146.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_152.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_144.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_178.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_187.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_193.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_232.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_227.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_233.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_192.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_186.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_179.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_151.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_145.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_122.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_136.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_095.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_081.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_268.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_254.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_240.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_283.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_282.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_241.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_255.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_269.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_094.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_137.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_123.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_109.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_135.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_121.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_243.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_257.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_280.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_281.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_256.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_242.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_120.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_134.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_130.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_124.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_246.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_252.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_253.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_247.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_251.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_245.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_279.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_278.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_244.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_250.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_249.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_275.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_261.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_260.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_274.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_248.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_262.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_276.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_277.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_263.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_267.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_273.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_272.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_266.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_270.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_264.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_258.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_259.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_265.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\003_271.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_103.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_117.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_301.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_315.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_329.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_275.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_261.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_249.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_088.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_077.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_063.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_062.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_076.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_248.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_260.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_274.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_328.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_300.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_116.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_102.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_114.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_100.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_128.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_316.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_302.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_289.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_262.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_276.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_060.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_074.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_075.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_277.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_263.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_288.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_303.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_129.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_101.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_115.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_111.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_105.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_313.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_307.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_298.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_267.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_273.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_059.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_065.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_064.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_272.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_266.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_299.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_306.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_312.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_104.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_110.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_138.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_106.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_112.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_338.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_304.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_310.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_258.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_270.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_264.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_099.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_098.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_265.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_271.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_259.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_311.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_305.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_339.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_113.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_107.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_160.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_174.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_389.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_404.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_362.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_376.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_410.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_216.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_202.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_203.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_217.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_377.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_411.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_405.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_363.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_388.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_175.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_161.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_188.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_177.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_163.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_413.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_375.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_361.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_407.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_349.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_201.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_215.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_229.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_228.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_214.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_200.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_348.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_360.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_406.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_412.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_374.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_162.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_176.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_189.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_199.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_172.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_166.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_358.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_370.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_416.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_402.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_364.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_238.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_204.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_210.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_211.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_205.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_239.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_403.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_365.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_371.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_417.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_359.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_167.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_173.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_198.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_171.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_429.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_367.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_401.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_415.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_373.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_213.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_207.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_206.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_212.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_414.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_366.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_400.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_428.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_399.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_196.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_380.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_394.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_425.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_343.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_357.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_431.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_419.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_237.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_223.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_236.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_356.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_424.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_342.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_395.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_381.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_397.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_383.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_432.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_354.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_340.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_426.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_369.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_341.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_427.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_355.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_382.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_396.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_392.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_386.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_379.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_351.png
Italian honey bee,healthy,False,worker,Data\bee_imgs\022_423.png
